ortholog_1	ancg_1	g_1
ortholog_1547	ancg_1547	g_1547
ortholog_1548	ancg_1548	g_1548
ortholog_1549	ancg_1549	g_1549
ortholog_1550	ancg_1550	g_1550
ortholog_1551	ancg_1551	g_1551
ortholog_1552	ancg_1552	g_1552
ortholog_1553	ancg_1553	g_1553
ortholog_1554	ancg_1554	g_1554
ortholog_1555	ancg_1555	g_1555
ortholog_1556	ancg_1556	g_1556
ortholog_1557	ancg_1557	g_1557
ortholog_1558	ancg_1558	g_1558
ortholog_1559	ancg_1559	g_1559
ortholog_1560	ancg_1560	g_1560
ortholog_1561	ancg_1561	g_1561
ortholog_1562	ancg_1562	g_1562
ortholog_1563	ancg_1563	g_1563
ortholog_1564	ancg_1564	g_1564
ortholog_1565	ancg_1565	g_1565
ortholog_1566	ancg_1566	g_1566
ortholog_1567	ancg_1567	g_1567
ortholog_1568	ancg_1568	g_1568
ortholog_1569	ancg_1569	g_1569
ortholog_1570	ancg_1570	g_1570
ortholog_1571	ancg_1571	g_1571
ortholog_1572	ancg_1572	g_1572
ortholog_1573	ancg_1573	g_1573
ortholog_1574	ancg_1574	g_1574
ortholog_1575	ancg_1575	g_1575
ortholog_1576	ancg_1576	g_1576
ortholog_1577	ancg_1577	g_1577
ortholog_1578	ancg_1578	g_1578
ortholog_1579	ancg_1579	g_1579
ortholog_1580	ancg_1580	g_1580
ortholog_1581	ancg_1581	g_1581
ortholog_1582	ancg_1582	g_1582
ortholog_1583	ancg_1583	g_1583
ortholog_1584	ancg_1584	g_1584
ortholog_1585	ancg_1585	g_1585
ortholog_1586	ancg_1586	g_1586
ortholog_1587	ancg_1587	g_1587
ortholog_1588	ancg_1588	g_1588
ortholog_1589	ancg_1589	g_1589
ortholog_1590	ancg_1590	g_1590
ortholog_1591	ancg_1591	g_1591
ortholog_1592	ancg_1592	g_1592
ortholog_1593	ancg_1593	g_1593
ortholog_1594	ancg_1594	g_1594
ortholog_1595	ancg_1595	g_1595
ortholog_1596	ancg_1596	g_1596
ortholog_1597	ancg_1597	g_1597
ortholog_1598	ancg_1598	g_1598
ortholog_1599	ancg_1599	g_1599
ortholog_1600	ancg_1600	g_1600
ortholog_1601	ancg_1601	g_1601
ortholog_1602	ancg_1602	g_1602
ortholog_1603	ancg_1603	g_1603
ortholog_1604	ancg_1604	g_1604
ortholog_1605	ancg_1605	g_1605
ortholog_1606	ancg_1606	g_1606
ortholog_1607	ancg_1607	g_1607
ortholog_1608	ancg_1608	g_1608
ortholog_1609	ancg_1609	g_1609
ortholog_1610	ancg_1610	g_1610
ortholog_1611	ancg_1611	g_1611
ortholog_1612	ancg_1612	g_1612
ortholog_1613	ancg_1613	g_1613
ortholog_1614	ancg_1614	g_1614
ortholog_1615	ancg_1615	g_1615
ortholog_1616	ancg_1616	g_1616
ortholog_1617	ancg_1617	g_1617
ortholog_1618	ancg_1618	g_1618
ortholog_1619	ancg_1619	g_1619
ortholog_1620	ancg_1620	g_1620
ortholog_1621	ancg_1621	g_1621
ortholog_1622	ancg_1622	g_1622
ortholog_1623	ancg_1623	g_1623
ortholog_1624	ancg_1624	g_1624
ortholog_1625	ancg_1625	g_1625
ortholog_1626	ancg_1626	g_1626
ortholog_1627	ancg_1627	g_1627
ortholog_1628	ancg_1628	g_1628
ortholog_1629	ancg_1629	g_1629
ortholog_1630	ancg_1630	g_1630
ortholog_1631	ancg_1631	g_1631
ortholog_1632	ancg_1632	g_1632
ortholog_1633	ancg_1633	g_1633
ortholog_1634	ancg_1634	g_1634
ortholog_1635	ancg_1635	g_1635
ortholog_1636	ancg_1636	g_1636
ortholog_1637	ancg_1637	g_1637
ortholog_1638	ancg_1638	g_1638
ortholog_1639	ancg_1639	g_1639
ortholog_1640	ancg_1640	g_1640
ortholog_1641	ancg_1641	g_1641
ortholog_1642	ancg_1642	g_1642
ortholog_1643	ancg_1643	g_1643
ortholog_1644	ancg_1644	g_1644
ortholog_1645	ancg_1645	g_1645
ortholog_1646	ancg_1646	g_1646
ortholog_1647	ancg_1647	g_1647
ortholog_1648	ancg_1648	g_1648
ortholog_1649	ancg_1649	g_1649
ortholog_1650	ancg_1650	g_1650
ortholog_1651	ancg_1651	g_1651
ortholog_1652	ancg_1652	g_1652
ortholog_1653	ancg_1653	g_1653
ortholog_1654	ancg_1654	g_1654
ortholog_1655	ancg_1655	g_1655
ortholog_1656	ancg_1656	g_1656
ortholog_1657	ancg_1657	g_1657
ortholog_1658	ancg_1658	g_1658
ortholog_1659	ancg_1659	g_1659
ortholog_1660	ancg_1660	g_1660
ortholog_1661	ancg_1661	g_1661
ortholog_1662	ancg_1662	g_1662
ortholog_1663	ancg_1663	g_1663
ortholog_1664	ancg_1664	g_1664
ortholog_1665	ancg_1665	g_1665
ortholog_1666	ancg_1666	g_1666
ortholog_1667	ancg_1667	g_1667
ortholog_1668	ancg_1668	g_1668
ortholog_1669	ancg_1669	g_1669
ortholog_1670	ancg_1670	g_1670
ortholog_1671	ancg_1671	g_1671
ortholog_1672	ancg_1672	g_1672
ortholog_1673	ancg_1673	g_1673
ortholog_1674	ancg_1674	g_1674
ortholog_1675	ancg_1675	g_1675
ortholog_1676	ancg_1676	g_1676
ortholog_1677	ancg_1677	g_1677
ortholog_1678	ancg_1678	g_1678
ortholog_1679	ancg_1679	g_1679
ortholog_1680	ancg_1680	g_1680
ortholog_1681	ancg_1681	g_1681
ortholog_1682	ancg_1682	g_1682
ortholog_1683	ancg_1683	g_1683
ortholog_1684	ancg_1684	g_1684
ortholog_1685	ancg_1685	g_1685
ortholog_1686	ancg_1686	g_1686
ortholog_1687	ancg_1687	g_1687
ortholog_1688	ancg_1688	g_1688
ortholog_1689	ancg_1689	g_1689
ortholog_1690	ancg_1690	g_1690
ortholog_1691	ancg_1691	g_1691
ortholog_1692	ancg_1692	g_1692
ortholog_1693	ancg_1693	g_1693
ortholog_1694	ancg_1694	g_1694
ortholog_1695	ancg_1695	g_1695
ortholog_1696	ancg_1696	g_1696
ortholog_1697	ancg_1697	g_1697
ortholog_1698	ancg_1698	g_1698
ortholog_1699	ancg_1699	g_1699
ortholog_1700	ancg_1700	g_1700
ortholog_1701	ancg_1701	g_1701
ortholog_1702	ancg_1702	g_1702
ortholog_1703	ancg_1703	g_1703
ortholog_1704	ancg_1704	g_1704
ortholog_1705	ancg_1705	g_1705
ortholog_1706	ancg_1706	g_1706
ortholog_1707	ancg_1707	g_1707
ortholog_1708	ancg_1708	g_1708
ortholog_1709	ancg_1709	g_1709
ortholog_1710	ancg_1710	g_1710
ortholog_1711	ancg_1711	g_1711
ortholog_1712	ancg_1712	g_1712
ortholog_1713	ancg_1713	g_1713
ortholog_1714	ancg_1714	g_1714
ortholog_1715	ancg_1715	g_1715
ortholog_1716	ancg_1716	g_1716
ortholog_1717	ancg_1717	g_1717
ortholog_1718	ancg_1718	g_1718
ortholog_1719	ancg_1719	g_1719
ortholog_1720	ancg_1720	g_1720
ortholog_1721	ancg_1721	g_1721
ortholog_1722	ancg_1722	g_1722
ortholog_1723	ancg_1723	g_1723
ortholog_1724	ancg_1724	g_1724
ortholog_1725	ancg_1725	g_1725
ortholog_1726	ancg_1726	g_1726
ortholog_1727	ancg_1727	g_1727
ortholog_1728	ancg_1728	g_1728
ortholog_1729	ancg_1729	g_1729
ortholog_1730	ancg_1730	g_1730
ortholog_1731	ancg_1731	g_1731
ortholog_1732	ancg_1732	g_1732
ortholog_1733	ancg_1733	g_1733
ortholog_1734	ancg_1734	g_1734
ortholog_1735	ancg_1735	g_1735
ortholog_1736	ancg_1736	g_1736
ortholog_1737	ancg_1737	g_1737
ortholog_1738	ancg_1738	g_1738
ortholog_1739	ancg_1739	g_1739
ortholog_1740	ancg_1740	g_1740
ortholog_1741	ancg_1741	g_1741
ortholog_1742	ancg_1742	g_1742
ortholog_1743	ancg_1743	g_1743
ortholog_1744	ancg_1744	g_1744
ortholog_1745	ancg_1745	g_1745
ortholog_1746	ancg_1746	g_1746
ortholog_1747	ancg_1747	g_1747
ortholog_1748	ancg_1748	g_1748
ortholog_1749	ancg_1749	g_1749
ortholog_1750	ancg_1750	g_1750
ortholog_1751	ancg_1751	g_1751
ortholog_1752	ancg_1752	g_1752
ortholog_1753	ancg_1753	g_1753
ortholog_1754	ancg_1754	g_1754
ortholog_1755	ancg_1755	g_1755
ortholog_1756	ancg_1756	g_1756
ortholog_1757	ancg_1757	g_1757
ortholog_1758	ancg_1758	g_1758
ortholog_1759	ancg_1759	g_1759
ortholog_1760	ancg_1760	g_1760
ortholog_1761	ancg_1761	g_1761
ortholog_1762	ancg_1762	g_1762
ortholog_1763	ancg_1763	g_1763
ortholog_1764	ancg_1764	g_1764
ortholog_1765	ancg_1765	g_1765
ortholog_1766	ancg_1766	g_1766
ortholog_1767	ancg_1767	g_1767
ortholog_1768	ancg_1768	g_1768
ortholog_1769	ancg_1769	g_1769
ortholog_1770	ancg_1770	g_1770
ortholog_1771	ancg_1771	g_1771
ortholog_1772	ancg_1772	g_1772
ortholog_1773	ancg_1773	g_1773
ortholog_1774	ancg_1774	g_1774
ortholog_1775	ancg_1775	g_1775
ortholog_1776	ancg_1776	g_1776
ortholog_1777	ancg_1777	g_1777
ortholog_1778	ancg_1778	g_1778
ortholog_1779	ancg_1779	g_1779
ortholog_1780	ancg_1780	g_1780
ortholog_1781	ancg_1781	g_1781
ortholog_1782	ancg_1782	g_1782
ortholog_1783	ancg_1783	g_1783
ortholog_1784	ancg_1784	g_1784
ortholog_1785	ancg_1785	g_1785
ortholog_1786	ancg_1786	g_1786
ortholog_1787	ancg_1787	g_1787
ortholog_1788	ancg_1788	g_1788
ortholog_1789	ancg_1789	g_1789
ortholog_1790	ancg_1790	g_1790
ortholog_1791	ancg_1791	g_1791
ortholog_1792	ancg_1792	g_1792
ortholog_1793	ancg_1793	g_1793
ortholog_1794	ancg_1794	g_1794
ortholog_1795	ancg_1795	g_1795
ortholog_1796	ancg_1796	g_1796
ortholog_1797	ancg_1797	g_1797
ortholog_1798	ancg_1798	g_1798
ortholog_1799	ancg_1799	g_1799
ortholog_1800	ancg_1800	g_1800
ortholog_1801	ancg_1801	g_1801
ortholog_1802	ancg_1802	g_1802
ortholog_1803	ancg_1803	g_1803
ortholog_1804	ancg_1804	g_1804
ortholog_1805	ancg_1805	g_1805
ortholog_1806	ancg_1806	g_1806
ortholog_1807	ancg_1807	g_1807
ortholog_1808	ancg_1808	g_1808
ortholog_1809	ancg_1809	g_1809
ortholog_1810	ancg_1810	g_1810
ortholog_1811	ancg_1811	g_1811
ortholog_1812	ancg_1812	g_1812
ortholog_1813	ancg_1813	g_1813
ortholog_1814	ancg_1814	g_1814
ortholog_1815	ancg_1815	g_1815
ortholog_1816	ancg_1816	g_1816
ortholog_1817	ancg_1817	g_1817
ortholog_1818	ancg_1818	g_1818
ortholog_1819	ancg_1819	g_1819
ortholog_1820	ancg_1820	g_1820
ortholog_1821	ancg_1821	g_1821
ortholog_1822	ancg_1822	g_1822
ortholog_1823	ancg_1823	g_1823
ortholog_1824	ancg_1824	g_1824
ortholog_1825	ancg_1825	g_1825
ortholog_1826	ancg_1826	g_1826
ortholog_1827	ancg_1827	g_1827
ortholog_1828	ancg_1828	g_1828
ortholog_1829	ancg_1829	g_1829
ortholog_1830	ancg_1830	g_1830
ortholog_1831	ancg_1831	g_1831
ortholog_1832	ancg_1832	g_1832
ortholog_1833	ancg_1833	g_1833
ortholog_1834	ancg_1834	g_1834
ortholog_1835	ancg_1835	g_1835
ortholog_1836	ancg_1836	g_1836
ortholog_1837	ancg_1837	g_1837
ortholog_1838	ancg_1838	g_1838
ortholog_1839	ancg_1839	g_1839
ortholog_1840	ancg_1840	g_1840
ortholog_1841	ancg_1841	g_1841
ortholog_1842	ancg_1842	g_1842
ortholog_1843	ancg_1843	g_1843
ortholog_1844	ancg_1844	g_1844
ortholog_1845	ancg_1845	g_1845
ortholog_1846	ancg_1846	g_1846
ortholog_1847	ancg_1847	g_1847
ortholog_1848	ancg_1848	g_1848
ortholog_1849	ancg_1849	g_1849
ortholog_1850	ancg_1850	g_1850
ortholog_1851	ancg_1851	g_1851
ortholog_1852	ancg_1852	g_1852
ortholog_1853	ancg_1853	g_1853
ortholog_1854	ancg_1854	g_1854
ortholog_1855	ancg_1855	g_1855
ortholog_1856	ancg_1856	g_1856
ortholog_1857	ancg_1857	g_1857
ortholog_1858	ancg_1858	g_1858
ortholog_1859	ancg_1859	g_1859
ortholog_1860	ancg_1860	g_1860
ortholog_1861	ancg_1861	g_1861
ortholog_1862	ancg_1862	g_1862
ortholog_1863	ancg_1863	g_1863
ortholog_1864	ancg_1864	g_1864
ortholog_1865	ancg_1865	g_1865
ortholog_1866	ancg_1866	g_1866
ortholog_1867	ancg_1867	g_1867
ortholog_1868	ancg_1868	g_1868
ortholog_1869	ancg_1869	g_1869
ortholog_1870	ancg_1870	g_1870
ortholog_1871	ancg_1871	g_1871
ortholog_1872	ancg_1872	g_1872
ortholog_1873	ancg_1873	g_1873
ortholog_1874	ancg_1874	g_1874
ortholog_1875	ancg_1875	g_1875
ortholog_1876	ancg_1876	g_1876
ortholog_1877	ancg_1877	g_1877
ortholog_1878	ancg_1878	g_1878
ortholog_1879	ancg_1879	g_1879
ortholog_1880	ancg_1880	g_1880
ortholog_1881	ancg_1881	g_1881
ortholog_1882	ancg_1882	g_1882
ortholog_1883	ancg_1883	g_1883
ortholog_1884	ancg_1884	g_1884
ortholog_1885	ancg_1885	g_1885
ortholog_1886	ancg_1886	g_1886
ortholog_1887	ancg_1887	g_1887
ortholog_1888	ancg_1888	g_1888
ortholog_1889	ancg_1889	g_1889
ortholog_1890	ancg_1890	g_1890
ortholog_1891	ancg_1891	g_1891
ortholog_1892	ancg_1892	g_1892
ortholog_1893	ancg_1893	g_1893
ortholog_1894	ancg_1894	g_1894
ortholog_1895	ancg_1895	g_1895
ortholog_1896	ancg_1896	g_1896
ortholog_1897	ancg_1897	g_1897
ortholog_1898	ancg_1898	g_1898
ortholog_1899	ancg_1899	g_1899
ortholog_1900	ancg_1900	g_1900
ortholog_1901	ancg_1901	g_1901
ortholog_1902	ancg_1902	g_1902
ortholog_1903	ancg_1903	g_1903
ortholog_1904	ancg_1904	g_1904
ortholog_1905	ancg_1905	g_1905
ortholog_1906	ancg_1906	g_1906
ortholog_1907	ancg_1907	g_1907
ortholog_1908	ancg_1908	g_1908
ortholog_1909	ancg_1909	g_1909
ortholog_1910	ancg_1910	g_1910
ortholog_1911	ancg_1911	g_1911
ortholog_1912	ancg_1912	g_1912
ortholog_1913	ancg_1913	g_1913
ortholog_1914	ancg_1914	g_1914
ortholog_1915	ancg_1915	g_1915
ortholog_1916	ancg_1916	g_1916
ortholog_1917	ancg_1917	g_1917
ortholog_1918	ancg_1918	g_1918
ortholog_1919	ancg_1919	g_1919
ortholog_1920	ancg_1920	g_1920
ortholog_1921	ancg_1921	g_1921
ortholog_1922	ancg_1922	g_1922
ortholog_1923	ancg_1923	g_1923
ortholog_1924	ancg_1924	g_1924
ortholog_1925	ancg_1925	g_1925
ortholog_1926	ancg_1926	g_1926
ortholog_1927	ancg_1927	g_1927
ortholog_1928	ancg_1928	g_1928
ortholog_1929	ancg_1929	g_1929
ortholog_1930	ancg_1930	g_1930
ortholog_1931	ancg_1931	g_1931
ortholog_1932	ancg_1932	g_1932
ortholog_1933	ancg_1933	g_1933
ortholog_1934	ancg_1934	g_1934
ortholog_1935	ancg_1935	g_1935
ortholog_1936	ancg_1936	g_1936
ortholog_1937	ancg_1937	g_1937
ortholog_1938	ancg_1938	g_1938
ortholog_1939	ancg_1939	g_1939
ortholog_1940	ancg_1940	g_1940
ortholog_1941	ancg_1941	g_1941
ortholog_1942	ancg_1942	g_1942
ortholog_1943	ancg_1943	g_1943
ortholog_1944	ancg_1944	g_1944
ortholog_1945	ancg_1945	g_1945
ortholog_1946	ancg_1946	g_1946
ortholog_1947	ancg_1947	g_1947
ortholog_1948	ancg_1948	g_1948
ortholog_1949	ancg_1949	g_1949
ortholog_1950	ancg_1950	g_1950
ortholog_1951	ancg_1951	g_1951
ortholog_1952	ancg_1952	g_1952
ortholog_1953	ancg_1953	g_1953
ortholog_1954	ancg_1954	g_1954
ortholog_1955	ancg_1955	g_1955
ortholog_1956	ancg_1956	g_1956
ortholog_1957	ancg_1957	g_1957
ortholog_1958	ancg_1958	g_1958
ortholog_1959	ancg_1959	g_1959
ortholog_1960	ancg_1960	g_1960
ortholog_1961	ancg_1961	g_1961
ortholog_1962	ancg_1962	g_1962
ortholog_1963	ancg_1963	g_1963
ortholog_1964	ancg_1964	g_1964
ortholog_1965	ancg_1965	g_1965
ortholog_1966	ancg_1966	g_1966
ortholog_1967	ancg_1967	g_1967
ortholog_1968	ancg_1968	g_1968
ortholog_1969	ancg_1969	g_1969
ortholog_1970	ancg_1970	g_1970
ortholog_1971	ancg_1971	g_1971
ortholog_1972	ancg_1972	g_1972
ortholog_1973	ancg_1973	g_1973
ortholog_1974	ancg_1974	g_1974
ortholog_1975	ancg_1975	g_1975
ortholog_1976	ancg_1976	g_1976
ortholog_1977	ancg_1977	g_1977
ortholog_1978	ancg_1978	g_1978
ortholog_1979	ancg_1979	g_1979
ortholog_1980	ancg_1980	g_1980
ortholog_1981	ancg_1981	g_1981
ortholog_1982	ancg_1982	g_1982
ortholog_1983	ancg_1983	g_1983
ortholog_1984	ancg_1984	g_1984
ortholog_1985	ancg_1985	g_1985
ortholog_1986	ancg_1986	g_1986
ortholog_1987	ancg_1987	g_1987
ortholog_1988	ancg_1988	g_1988
ortholog_1989	ancg_1989	g_1989
ortholog_1990	ancg_1990	g_1990
ortholog_1991	ancg_1991	g_1991
ortholog_1992	ancg_1992	g_1992
ortholog_1993	ancg_1993	g_1993
ortholog_1994	ancg_1994	g_1994
ortholog_1995	ancg_1995	g_1995
ortholog_1996	ancg_1996	g_1996
ortholog_1997	ancg_1997	g_1997
ortholog_1998	ancg_1998	g_1998
ortholog_1999	ancg_1999	g_1999
ortholog_2000	ancg_2000	g_2000
